,,country,year,life_expectancy
5383,183,Reunion,1820,33.0
5384,184,Romania,1820,35.7
5385,185,Russia,1820,29.57
5386,186,Rwanda,1820,31.8
5387,187,St. Barth̩lemy,1820,
5388,188,St. Helena,1820,
5389,189,St. Kitts and Nevis,1820,
5390,190,St. Lucia,1820,28.01
5391,191,St. Martin,1820,
5392,192,St. Vincent and the Grenadines,1820,25.99
5393,193,St.-Pierre-et-Miquelon,1820,
5394,194,Samoa,1820,25.4
5395,195,San Marino,1820,
5396,196,Sao Tome and Principe,1820,31.0
5397,197,Saudi Arabia,1820,32.1
5398,198,Senegal,1820,25.2
5399,199,Serbia,1820,35.5
5400,200,Serbia and Montenegro,1820,
5401,201,Serbia excluding Kosovo,1820,
5402,202,Seychelles,1820,37.0
5403,203,Sierra Leone,1820,25.1
5404,204,Singapore,1820,30.08
5405,205,Slovak Republic,1820,36.4
5406,206,Slovenia,1820,36.6
5407,207,Solomon Islands,1820,25.1
5408,208,Somalia,1820,29.4
5409,209,Somaliland,1820,
5410,210,South Africa,1820,33.5
5411,211,South Ossetia,1820,
5412,212,Spain,1820,29.5
5413,213,Sri Lanka,1820,32.6
5414,214,Sudan,1820,31.4
5415,215,Suriname,1820,32.9
5416,216,Svalbard,1820,
5417,217,Swaziland,1820,32.3
5418,218,Sweden,1820,40.23
5419,219,Switzerland,1820,38.0
5420,220,Syria,1820,31.1
5421,221,Taiwan,1820,28.3
5422,222,Tajikistan,1820,24.24
5423,223,Tanzania,1820,32.2
5424,224,Thailand,1820,30.4
5425,225,Timor-Leste,1820,28.95
5426,226,Togo,1820,31.3
5427,227,Tokelau,1820,
5428,228,Tonga,1820,28.2
5429,229,Transnistria,1820,
5430,230,Trinidad and Tobago,1820,32.9
5431,231,Tunisia,1820,6.5
5432,232,Turkey,1820,35.0
5433,233,Turkmenistan,1820,24.0
5434,234,Turks and Caicos Islands,1820,
5435,235,Tuvalu,1820,
5436,236,Uganda,1820,25.3
5437,237,Ukraine,1820,36.6
5438,238,United Arab Emirates,1820,30.7
5439,239,United Kingdom,1820,41.31
5440,240,United States,1820,39.41
5441,241,Uruguay,1820,32.9
5442,242,USSR,1820,
5443,243,Uzbekistan,1820,26.93
5444,244,Wallis et Futuna,1820,
5445,245,Vanuatu,1820,24.3
5446,246,Venezuela,1820,32.2
5447,247,West Bank and Gaza,1820,32.1
5448,248,West Germany,1820,
5449,249,Western Sahara,1820,34.75
5450,250,Vietnam,1820,32.0
5451,251,Virgin Islands (U.S.),1820,33.4
5452,252,North Yemen (former),1820,
5453,253,South Yemen (former),1820,
5454,254,Yemen,1820,23.39
5455,255,Yugoslavia,1820,
5456,256,Zambia,1820,32.6
5457,257,Zimbabwe,1820,33.7
5458,258,��land,1820,
5459,259,South Sudan,1820,26.67
5460,0,Abkhazia,1821,
5461,1,Afghanistan,1821,28.0
5462,2,Akrotiri and Dhekelia,1821,
5463,3,Albania,1821,35.4
5464,4,Algeria,1821,28.82
5465,5,American Samoa,1821,
5466,6,Andorra,1821,
5467,7,Angola,1821,26.98
5468,8,Anguilla,1821,
5469,9,Antigua and Barbuda,1821,33.54
5470,10,Argentina,1821,33.2
5471,11,Armenia,1821,34.0
5472,12,Aruba,1821,34.42
5473,13,Australia,1821,34.05
5474,14,Austria,1821,34.4
5475,15,Azerbaijan,1821,29.17
5476,16,Bahamas,1821,35.18
5477,17,Bahrain,1821,30.3
5478,18,Bangladesh,1821,25.5
5479,19,Barbados,1821,32.12
5480,20,Belarus,1821,36.2
5481,21,Belgium,1821,40.17
5482,22,Belize,1821,26.5
5483,23,Benin,1821,31.0
5484,24,Bermuda,1821,
5485,25,Bhutan,1821,28.8
5486,26,Bolivia,1821,33.0
5487,27,Bosnia and Herzegovina,1821,35.1
5488,28,Botswana,1821,33.6
5489,29,Brazil,1821,32.0
5490,30,British Virgin Islands,1821,
5491,31,Brunei,1821,29.2
5492,32,Bulgaria,1821,36.72
5493,33,Burkina Faso,1821,29.2
5494,34,Burundi,1821,31.5
5495,35,Cambodia,1821,35.0
5496,36,Cameroon,1821,28.75
5497,37,Canada,1821,39.03
5498,38,Cape Verde,1821,33.8
5499,39,Cayman Islands,1821,
5500,40,Central African Republic,1821,30.0
5501,41,Chad,1821,30.9
5502,42,Channel Islands,1821,
5503,43,Chile,1821,32.0
5504,44,China,1821,32.0
5505,45,Christmas Island,1821,
5506,46,Cocos Island,1821,
5507,47,Colombia,1821,32.0
5508,48,Comoros,1821,32.1
5509,49,"Congo, Dem. Rep.",1821,31.6
5510,50,"Congo, Rep.",1821,32.7
5511,51,Cook Is,1821,
5512,52,Costa Rica,1821,30.21
5513,53,Cote d'Ivoire,1821,31.16
5514,54,Croatia,1821,36.1
5515,55,Cuba,1821,35.38
5516,56,Cyprus,1821,38.5
5517,57,Czech Republic,1821,34.95
5518,58,Czechoslovakia,1821,
5519,59,Denmark,1821,39.0
5520,60,Djibouti,1821,29.9
5521,61,Dominica,1821,
5522,62,Dominican Republic,1821,29.9
5523,63,East Germany,1821,
5524,64,Ecuador,1821,32.9
5525,65,Egypt,1821,33.0
5526,66,El Salvador,1821,28.7
5527,67,Equatorial Guinea,1821,29.8
5528,68,Eritrea,1821,30.2
5529,69,Eritrea and Ethiopia,1821,
5530,70,Estonia,1821,41.83
5531,71,Ethiopia,1821,29.7
5532,72,Faeroe Islands,1821,
5533,73,Falkland Is (Malvinas),1821,
5534,74,Fiji,1821,26.1
5535,75,Finland,1821,40.16
5536,76,France,1821,39.83
5537,77,French Guiana,1821,30.5
5538,78,French Polynesia,1821,25.6
5539,79,Gabon,1821,30.6
5540,80,Gambia,1821,28.8
5541,81,Georgia,1821,31.87
5542,82,Germany,1821,38.37
5543,83,Ghana,1821,28.0
5544,84,Gibraltar,1821,
5545,85,Greece,1821,36.6
5546,86,Greenland,1821,33.87
5547,87,Grenada,1821,31.4
5548,88,Guadeloupe,1821,27.66
5549,89,Guam,1821,27.5
5550,90,Guatemala,1821,25.8
5551,91,Guernsey,1821,
5552,92,Guinea,1821,29.72
5553,93,Guinea-Bissau,1821,32.0
5554,94,Guyana,1821,31.12
5555,95,Haiti,1821,29.0
5556,96,Holy See,1821,
5557,97,Honduras,1821,33.9
5558,98,"Hong Kong, China",1821,34.9
5559,99,Hungary,1821,36.0
5560,100,Iceland,1821,31.01
5561,101,India,1821,25.44
5562,102,Indonesia,1821,30.0
5563,103,Iran,1821,25.6
5564,104,Iraq,1821,31.2
5565,105,Ireland,1821,38.3
5566,106,Isle of Man,1821,
5567,107,Israel,1821,32.0
5568,108,Italy,1821,29.69
5569,109,Jamaica,1821,34.2
5570,110,Japan,1821,36.41
5571,111,Jersey,1821,
5572,112,Jordan,1821,31.7
5573,113,Kazakhstan,1821,26.2
5574,114,Kenya,1821,25.5
5575,115,Kiribati,1821,24.9
5576,116,North Korea,1821,26.0
5577,117,South Korea,1821,25.8
5578,118,"United Korea (former)
",1821,
5579,119,Kosovo,1821,
5580,120,Kuwait,1821,26.0
5581,121,Kyrgyz Republic,1821,23.94
5582,122,Lao,1821,31.9
5583,123,Latvia,1821,33.0
5584,124,Lebanon,1821,29.7
5585,125,Lesotho,1821,32.8
5586,126,Liberia,1821,31.1
5587,127,Libya,1821,33.1
5588,128,Liechtenstein,1821,
5589,129,Lithuania,1821,28.9
5590,130,Luxembourg,1821,36.9
5591,131,"Macao, China",1821,34.7
5592,132,"Macedonia, FYR",1821,36.1
5593,133,Madagascar,1821,30.5
5594,134,Malawi,1821,30.3
5595,135,Malaysia,1821,30.6
5596,136,Maldives,1821,32.65
5597,137,Mali,1821,26.41
5598,138,Malta,1821,28.7
5599,139,Marshall Islands,1821,
5600,140,Martinique,1821,30.15
5601,141,Mauritania,1821,32.0
5602,142,Mauritius,1821,28.7
5603,143,Mayotte,1821,32.5
5604,144,Mexico,1821,26.9
5605,145,"Micronesia, Fed. Sts.",1821,26.7
5606,146,Moldova,1821,33.15
5607,147,Monaco,1821,
5608,148,Mongolia,1821,31.8
5609,149,Montenegro,1821,35.4
5610,150,Montserrat,1821,
5611,151,Morocco,1821,33.1
5612,152,Mozambique,1821,30.28
5613,153,Myanmar,1821,30.8
5614,154,Namibia,1821,32.4
5615,155,Nauru,1821,
5616,156,Nepal,1821,32.8
5617,157,Netherlands,1821,39.86
5618,158,Netherlands Antilles,1821,34.41
5619,159,New Caledonia,1821,26.0
5620,160,New Zealand,1821,34.05
5621,161,Ngorno-Karabakh,1821,
5622,162,Nicaragua,1821,25.4
5623,163,Niger,1821,30.8
5624,164,Nigeria,1821,30.4
5625,165,Niue,1821,
5626,166,Norfolk Island,1821,
5627,167,Northern Cyprus,1821,
5628,168,Northern Mariana Islands,1821,
5629,169,Norway,1821,44.69
5630,170,Oman,1821,32.3
5631,171,Pakistan,1821,25.8
5632,172,Palau,1821,
5633,173,Panama,1821,32.9
5634,174,Papua New Guinea,1821,31.5
5635,175,Paraguay,1821,35.5
5636,176,Peru,1821,35.7
5637,177,Philippines,1821,30.9
5638,178,Pitcairn,1821,
5639,179,Poland,1821,35.9
5640,180,Portugal,1821,35.6
5641,181,Puerto Rico,1821,30.43
5642,182,Qatar,1821,30.8
5643,183,Reunion,1821,33.0
5644,184,Romania,1821,35.7
5645,185,Russia,1821,29.57
5646,186,Rwanda,1821,31.8
5647,187,St. Barth̩lemy,1821,
5648,188,St. Helena,1821,
5649,189,St. Kitts and Nevis,1821,
5650,190,St. Lucia,1821,28.01
5651,191,St. Martin,1821,
5652,192,St. Vincent and the Grenadines,1821,25.99
5653,193,St.-Pierre-et-Miquelon,1821,
5654,194,Samoa,1821,25.4
5655,195,San Marino,1821,
5656,196,Sao Tome and Principe,1821,31.0
5657,197,Saudi Arabia,1821,32.1
5658,198,Senegal,1821,25.2
5659,199,Serbia,1821,35.5
5660,200,Serbia and Montenegro,1821,
5661,201,Serbia excluding Kosovo,1821,
5662,202,Seychelles,1821,37.0
5663,203,Sierra Leone,1821,25.1
5664,204,Singapore,1821,31.06
5665,205,Slovak Republic,1821,36.4
5666,206,Slovenia,1821,36.6
5667,207,Solomon Islands,1821,25.1
5668,208,Somalia,1821,29.4
5669,209,Somaliland,1821,
5670,210,South Africa,1821,33.5
5671,211,South Ossetia,1821,
5672,212,Spain,1821,29.5
5673,213,Sri Lanka,1821,32.6
5674,214,Sudan,1821,31.4
5675,215,Suriname,1821,32.9
5676,216,Svalbard,1821,
5677,217,Swaziland,1821,32.3
5678,218,Sweden,1821,38.14
5679,219,Switzerland,1821,38.0
5680,220,Syria,1821,31.1
5681,221,Taiwan,1821,28.3
5682,222,Tajikistan,1821,24.24
5683,223,Tanzania,1821,32.2
5684,224,Thailand,1821,30.4
5685,225,Timor-Leste,1821,28.95
5686,226,Togo,1821,31.3
5687,227,Tokelau,1821,
5688,228,Tonga,1821,28.2
5689,229,Transnistria,1821,
5690,230,Trinidad and Tobago,1821,32.9
5691,231,Tunisia,1821,28.8
5692,232,Turkey,1821,35.0
5693,233,Turkmenistan,1821,24.0
5694,234,Turks and Caicos Islands,1821,
5695,235,Tuvalu,1821,
5696,236,Uganda,1821,25.3
5697,237,Ukraine,1821,36.6
5698,238,United Arab Emirates,1821,30.7
5699,239,United Kingdom,1821,41.78
5700,240,United States,1821,39.41
5701,241,Uruguay,1821,32.9
5702,242,USSR,1821,
5703,243,Uzbekistan,1821,26.93
5704,244,Wallis et Futuna,1821,
5705,245,Vanuatu,1821,24.3
5706,246,Venezuela,1821,32.2
5707,247,West Bank and Gaza,1821,32.1
5708,248,West Germany,1821,
5709,249,Western Sahara,1821,34.75
5710,250,Vietnam,1821,32.0
5711,251,Virgin Islands (U.S.),1821,33.4
5712,252,North Yemen (former),1821,
5713,253,South Yemen (former),1821,
5714,254,Yemen,1821,23.39
5715,255,Yugoslavia,1821,
5716,256,Zambia,1821,32.6
5717,257,Zimbabwe,1821,33.7
5718,258,��land,1821,
5719,259,South Sudan,1821,26.67
5720,0,Abkhazia,1822,
5721,1,Afghanistan,1822,27.99
5722,2,Akrotiri and Dhekelia,1822,
5723,3,Albania,1822,35.4
5724,4,Algeria,1822,28.82
5725,5,American Samoa,1822,
5726,6,Andorra,1822,
5727,7,Angola,1822,26.98
5728,8,Anguilla,1822,
5729,9,Antigua and Barbuda,1822,33.54
5730,10,Argentina,1822,33.2
5731,11,Armenia,1822,34.0
5732,12,Aruba,1822,34.42
5733,13,Australia,1822,34.05
5734,14,Austria,1822,34.4
5735,15,Azerbaijan,1822,29.17
5736,16,Bahamas,1822,35.18
5737,17,Bahrain,1822,30.3
5738,18,Bangladesh,1822,25.5
5739,19,Barbados,1822,32.12
5740,20,Belarus,1822,36.2
5741,21,Belgium,1822,40.18
5742,22,Belize,1822,26.5
5743,23,Benin,1822,31.0
5744,24,Bermuda,1822,
5745,25,Bhutan,1822,28.8
5746,26,Bolivia,1822,33.0
5747,27,Bosnia and Herzegovina,1822,35.1
5748,28,Botswana,1822,33.6
5749,29,Brazil,1822,32.0
5750,30,British Virgin Islands,1822,
5751,31,Brunei,1822,29.2
5752,32,Bulgaria,1822,36.77
5753,33,Burkina Faso,1822,29.2
5754,34,Burundi,1822,31.5
5755,35,Cambodia,1822,35.0
5756,36,Cameroon,1822,28.75
5757,37,Canada,1822,39.03
5758,38,Cape Verde,1822,33.8
5759,39,Cayman Islands,1822,
5760,40,Central African Republic,1822,30.0
5761,41,Chad,1822,30.9
5762,42,Channel Islands,1822,
5763,43,Chile,1822,32.0
5764,44,China,1822,32.0
5765,45,Christmas Island,1822,
5766,46,Cocos Island,1822,
5767,47,Colombia,1822,32.0
5768,48,Comoros,1822,32.1
5769,49,"Congo, Dem. Rep.",1822,31.6
5770,50,"Congo, Rep.",1822,32.7
5771,51,Cook Is,1822,
5772,52,Costa Rica,1822,30.21
5773,53,Cote d'Ivoire,1822,31.16
5774,54,Croatia,1822,36.1
5775,55,Cuba,1822,35.72
5776,56,Cyprus,1822,38.5
5777,57,Czech Republic,1822,34.95
5778,58,Czechoslovakia,1822,
5779,59,Denmark,1822,43.36
5780,60,Djibouti,1822,29.9
5781,61,Dominica,1822,
5782,62,Dominican Republic,1822,29.9
5783,63,East Germany,1822,
5784,64,Ecuador,1822,32.9
5785,65,Egypt,1822,33.0
5786,66,El Salvador,1822,28.7
5787,67,Equatorial Guinea,1822,29.8
5788,68,Eritrea,1822,30.2
5789,69,Eritrea and Ethiopia,1822,
5790,70,Estonia,1822,40.27
5791,71,Ethiopia,1822,29.7
5792,72,Faeroe Islands,1822,
5793,73,Falkland Is (Malvinas),1822,
5794,74,Fiji,1822,26.1
5795,75,Finland,1822,34.9
5796,76,France,1822,38.3
5797,77,French Guiana,1822,30.5
5798,78,French Polynesia,1822,25.6
5799,79,Gabon,1822,30.6
5800,80,Gambia,1822,28.8
5801,81,Georgia,1822,31.87
5802,82,Germany,1822,38.37
5803,83,Ghana,1822,28.0
5804,84,Gibraltar,1822,
5805,85,Greece,1822,36.6
5806,86,Greenland,1822,33.87
5807,87,Grenada,1822,31.4
5808,88,Guadeloupe,1822,27.66
5809,89,Guam,1822,27.5
5810,90,Guatemala,1822,25.8
5811,91,Guernsey,1822,
5812,92,Guinea,1822,29.73
5813,93,Guinea-Bissau,1822,32.0
5814,94,Guyana,1822,31.12
5815,95,Haiti,1822,29.0
5816,96,Holy See,1822,
5817,97,Honduras,1822,33.9
5818,98,"Hong Kong, China",1822,34.9
5819,99,Hungary,1822,36.0
5820,100,Iceland,1822,48.39
5821,101,India,1822,25.44
5822,102,Indonesia,1822,30.0
5823,103,Iran,1822,25.6
5824,104,Iraq,1822,31.2
5825,105,Ireland,1822,38.3
5826,106,Isle of Man,1822,
5827,107,Israel,1822,32.0
5828,108,Italy,1822,29.69
5829,109,Jamaica,1822,34.2
5830,110,Japan,1822,36.41
5831,111,Jersey,1822,
5832,112,Jordan,1822,31.7
5833,113,Kazakhstan,1822,26.2
5834,114,Kenya,1822,25.5
5835,115,Kiribati,1822,24.9
5836,116,North Korea,1822,26.0
5837,117,South Korea,1822,25.8
5838,118,"United Korea (former)
",1822,
5839,119,Kosovo,1822,
5840,120,Kuwait,1822,26.0
5841,121,Kyrgyz Republic,1822,23.94
5842,122,Lao,1822,31.9
5843,123,Latvia,1822,33.0
5844,124,Lebanon,1822,29.7
5845,125,Lesotho,1822,32.8
5846,126,Liberia,1822,31.1
5847,127,Libya,1822,33.1
5848,128,Liechtenstein,1822,
5849,129,Lithuania,1822,28.9
5850,130,Luxembourg,1822,36.9
5851,131,"Macao, China",1822,34.7
5852,132,"Macedonia, FYR",1822,36.1
5853,133,Madagascar,1822,30.5
5854,134,Malawi,1822,30.3
5855,135,Malaysia,1822,30.6
5856,136,Maldives,1822,32.65
5857,137,Mali,1822,26.41
5858,138,Malta,1822,28.7
5859,139,Marshall Islands,1822,
5860,140,Martinique,1822,30.15
5861,141,Mauritania,1822,32.0
5862,142,Mauritius,1822,28.7
5863,143,Mayotte,1822,32.5
5864,144,Mexico,1822,26.9
5865,145,"Micronesia, Fed. Sts.",1822,26.7
5866,146,Moldova,1822,33.15
5867,147,Monaco,1822,
5868,148,Mongolia,1822,31.8
5869,149,Montenegro,1822,35.4
5870,150,Montserrat,1822,
5871,151,Morocco,1822,33.1
5872,152,Mozambique,1822,30.28
5873,153,Myanmar,1822,30.8
5874,154,Namibia,1822,32.4
5875,155,Nauru,1822,
5876,156,Nepal,1822,32.8
5877,157,Netherlands,1822,39.86
5878,158,Netherlands Antilles,1822,34.41
5879,159,New Caledonia,1822,26.0
5880,160,New Zealand,1822,34.05
5881,161,Ngorno-Karabakh,1822,
5882,162,Nicaragua,1822,25.4
5883,163,Niger,1822,30.8
5884,164,Nigeria,1822,30.4
5885,165,Niue,1822,
5886,166,Norfolk Island,1822,
5887,167,Northern Cyprus,1822,
5888,168,Northern Mariana Islands,1822,
5889,169,Norway,1822,46.13
5890,170,Oman,1822,32.3
5891,171,Pakistan,1822,25.8
5892,172,Palau,1822,
5893,173,Panama,1822,32.9
5894,174,Papua New Guinea,1822,31.5
5895,175,Paraguay,1822,35.5
5896,176,Peru,1822,35.7
5897,177,Philippines,1822,30.9
5898,178,Pitcairn,1822,
5899,179,Poland,1822,35.9
5900,180,Portugal,1822,35.6
5901,181,Puerto Rico,1822,30.43
5902,182,Qatar,1822,30.8
5903,183,Reunion,1822,33.0
5904,184,Romania,1822,35.7
5905,185,Russia,1822,29.57
5906,186,Rwanda,1822,31.8
5907,187,St. Barth̩lemy,1822,
5908,188,St. Helena,1822,
5909,189,St. Kitts and Nevis,1822,
5910,190,St. Lucia,1822,28.01
5911,191,St. Martin,1822,
5912,192,St. Vincent and the Grenadines,1822,25.99
5913,193,St.-Pierre-et-Miquelon,1822,
5914,194,Samoa,1822,25.4
5915,195,San Marino,1822,
5916,196,Sao Tome and Principe,1822,31.0
5917,197,Saudi Arabia,1822,32.1
5918,198,Senegal,1822,25.2
5919,199,Serbia,1822,35.5
5920,200,Serbia and Montenegro,1822,
5921,201,Serbia excluding Kosovo,1822,
5922,202,Seychelles,1822,37.0
5923,203,Sierra Leone,1822,25.1
5924,204,Singapore,1822,32.04
5925,205,Slovak Republic,1822,36.4
5926,206,Slovenia,1822,36.6
5927,207,Solomon Islands,1822,25.1
5928,208,Somalia,1822,29.4
5929,209,Somaliland,1822,
5930,210,South Africa,1822,33.5
5931,211,South Ossetia,1822,
5932,212,Spain,1822,29.5
5933,213,Sri Lanka,1822,32.6
5934,214,Sudan,1822,31.4
5935,215,Suriname,1822,32.9
5936,216,Svalbard,1822,
5937,217,Swaziland,1822,32.3
5938,218,Sweden,1822,42.76
5939,219,Switzerland,1822,38.0
5940,220,Syria,1822,31.1
5941,221,Taiwan,1822,28.3
5942,222,Tajikistan,1822,24.24
5943,223,Tanzania,1822,32.2
5944,224,Thailand,1822,30.4
5945,225,Timor-Leste,1822,28.95
5946,226,Togo,1822,31.3
5947,227,Tokelau,1822,
5948,228,Tonga,1822,28.2
5949,229,Transnistria,1822,
5950,230,Trinidad and Tobago,1822,32.9
5951,231,Tunisia,1822,28.8
5952,232,Turkey,1822,35.0
5953,233,Turkmenistan,1822,24.0
5954,234,Turks and Caicos Islands,1822,
5955,235,Tuvalu,1822,
5956,236,Uganda,1822,25.3
5957,237,Ukraine,1822,36.6
5958,238,United Arab Emirates,1822,30.7
5959,239,United Kingdom,1822,41.35
5960,240,United States,1822,39.41
5961,241,Uruguay,1822,32.9
5962,242,USSR,1822,
5963,243,Uzbekistan,1822,26.93
5964,244,Wallis et Futuna,1822,
5965,245,Vanuatu,1822,24.3
5966,246,Venezuela,1822,32.2
5967,247,West Bank and Gaza,1822,32.1
5968,248,West Germany,1822,
5969,249,Western Sahara,1822,34.75
5970,250,Vietnam,1822,32.0
5971,251,Virgin Islands (U.S.),1822,33.4
5972,252,North Yemen (former),1822,
5973,253,South Yemen (former),1822,
5974,254,Yemen,1822,23.39
5975,255,Yugoslavia,1822,
5976,256,Zambia,1822,32.6
5977,257,Zimbabwe,1822,33.7
5978,258,��land,1822,
5979,259,South Sudan,1822,26.67
5980,0,Abkhazia,1823,
5981,1,Afghanistan,1823,27.98
5982,2,Akrotiri and Dhekelia,1823,
5983,3,Albania,1823,35.4
5984,4,Algeria,1823,28.82
5985,5,American Samoa,1823,
5986,6,Andorra,1823,
5987,7,Angola,1823,26.98
5988,8,Anguilla,1823,
5989,9,Antigua and Barbuda,1823,33.54
5990,10,Argentina,1823,33.2
5991,11,Armenia,1823,34.0
5992,12,Aruba,1823,34.42
5993,13,Australia,1823,34.05
5994,14,Austria,1823,34.4
5995,15,Azerbaijan,1823,29.17
5996,16,Bahamas,1823,35.18
5997,17,Bahrain,1823,30.3
5998,18,Bangladesh,1823,25.5
5999,19,Barbados,1823,32.12
6000,20,Belarus,1823,36.2
6001,21,Belgium,1823,40.19
6002,22,Belize,1823,26.5
6003,23,Benin,1823,31.0
6004,24,Bermuda,1823,
6005,25,Bhutan,1823,28.8
6006,26,Bolivia,1823,33.0
6007,27,Bosnia and Herzegovina,1823,35.1
6008,28,Botswana,1823,33.6
6009,29,Brazil,1823,32.0
6010,30,British Virgin Islands,1823,
6011,31,Brunei,1823,29.2
6012,32,Bulgaria,1823,36.81
6013,33,Burkina Faso,1823,29.2
6014,34,Burundi,1823,31.5
6015,35,Cambodia,1823,35.0
6016,36,Cameroon,1823,28.75
6017,37,Canada,1823,39.03
6018,38,Cape Verde,1823,33.8
6019,39,Cayman Islands,1823,
6020,40,Central African Republic,1823,30.0
6021,41,Chad,1823,30.9
6022,42,Channel Islands,1823,
6023,43,Chile,1823,32.0
6024,44,China,1823,32.0
6025,45,Christmas Island,1823,
6026,46,Cocos Island,1823,
6027,47,Colombia,1823,32.0
6028,48,Comoros,1823,32.1
6029,49,"Congo, Dem. Rep.",1823,31.6
6030,50,"Congo, Rep.",1823,32.7
6031,51,Cook Is,1823,
6032,52,Costa Rica,1823,30.21
6033,53,Cote d'Ivoire,1823,31.16
6034,54,Croatia,1823,36.1
6035,55,Cuba,1823,36.06
6036,56,Cyprus,1823,38.5
6037,57,Czech Republic,1823,34.95
6038,58,Czechoslovakia,1823,
6039,59,Denmark,1823,46.37
6040,60,Djibouti,1823,29.9
6041,61,Dominica,1823,
6042,62,Dominican Republic,1823,29.9
6043,63,East Germany,1823,
6044,64,Ecuador,1823,32.9
6045,65,Egypt,1823,33.0
6046,66,El Salvador,1823,28.7
6047,67,Equatorial Guinea,1823,29.8
6048,68,Eritrea,1823,30.2
6049,69,Eritrea and Ethiopia,1823,
6050,70,Estonia,1823,38.71
6051,71,Ethiopia,1823,29.7
6052,72,Faeroe Islands,1823,
6053,73,Falkland Is (Malvinas),1823,
6054,74,Fiji,1823,26.1
6055,75,Finland,1823,38.91
6056,76,France,1823,39.97
6057,77,French Guiana,1823,30.5
6058,78,French Polynesia,1823,25.6
6059,79,Gabon,1823,30.6
6060,80,Gambia,1823,28.8
6061,81,Georgia,1823,31.87
6062,82,Germany,1823,38.37
6063,83,Ghana,1823,28.0
6064,84,Gibraltar,1823,
6065,85,Greece,1823,36.6
6066,86,Greenland,1823,33.87
6067,87,Grenada,1823,31.4
6068,88,Guadeloupe,1823,27.66
6069,89,Guam,1823,27.5
6070,90,Guatemala,1823,25.8
6071,91,Guernsey,1823,
6072,92,Guinea,1823,29.74
6073,93,Guinea-Bissau,1823,32.0
6074,94,Guyana,1823,31.12
6075,95,Haiti,1823,29.0
6076,96,Holy See,1823,
6077,97,Honduras,1823,33.9
6078,98,"Hong Kong, China",1823,34.9
6079,99,Hungary,1823,36.0
6080,100,Iceland,1823,45.89
6081,101,India,1823,25.44
6082,102,Indonesia,1823,30.0
6083,103,Iran,1823,25.6
6084,104,Iraq,1823,31.2
6085,105,Ireland,1823,38.3
6086,106,Isle of Man,1823,
6087,107,Israel,1823,32.0
6088,108,Italy,1823,29.69
6089,109,Jamaica,1823,34.2
6090,110,Japan,1823,36.41
6091,111,Jersey,1823,
6092,112,Jordan,1823,31.7
6093,113,Kazakhstan,1823,26.2
6094,114,Kenya,1823,25.5
6095,115,Kiribati,1823,24.9
6096,116,North Korea,1823,26.0
6097,117,South Korea,1823,25.8
6098,118,"United Korea (former)
",1823,
6099,119,Kosovo,1823,
6100,120,Kuwait,1823,26.0
6101,121,Kyrgyz Republic,1823,23.94
6102,122,Lao,1823,31.9
6103,123,Latvia,1823,33.0
6104,124,Lebanon,1823,29.7
6105,125,Lesotho,1823,32.8
6106,126,Liberia,1823,31.1
6107,127,Libya,1823,33.1
6108,128,Liechtenstein,1823,
6109,129,Lithuania,1823,28.9
6110,130,Luxembourg,1823,36.9
6111,131,"Macao, China",1823,34.7
6112,132,"Macedonia, FYR",1823,36.1
6113,133,Madagascar,1823,30.5
6114,134,Malawi,1823,30.3
6115,135,Malaysia,1823,30.6
6116,136,Maldives,1823,32.65
6117,137,Mali,1823,26.41
6118,138,Malta,1823,28.7
6119,139,Marshall Islands,1823,
6120,140,Martinique,1823,30.15
6121,141,Mauritania,1823,32.0
6122,142,Mauritius,1823,28.7
6123,143,Mayotte,1823,32.5
6124,144,Mexico,1823,26.9
6125,145,"Micronesia, Fed. Sts.",1823,26.7
6126,146,Moldova,1823,33.15
6127,147,Monaco,1823,
6128,148,Mongolia,1823,31.8
6129,149,Montenegro,1823,35.4
6130,150,Montserrat,1823,
6131,151,Morocco,1823,33.1
6132,152,Mozambique,1823,30.28
6133,153,Myanmar,1823,30.8
6134,154,Namibia,1823,32.4
6135,155,Nauru,1823,
6136,156,Nepal,1823,32.8
6137,157,Netherlands,1823,39.86
6138,158,Netherlands Antilles,1823,34.41
6139,159,New Caledonia,1823,26.0
6140,160,New Zealand,1823,34.05
6141,161,Ngorno-Karabakh,1823,
6142,162,Nicaragua,1823,25.4
6143,163,Niger,1823,30.8
6144,164,Nigeria,1823,30.4
6145,165,Niue,1823,
6146,166,Norfolk Island,1823,
6147,167,Northern Cyprus,1823,
6148,168,Northern Mariana Islands,1823,
6149,169,Norway,1823,48.76
6150,170,Oman,1823,32.3
6151,171,Pakistan,1823,25.8
6152,172,Palau,1823,
6153,173,Panama,1823,32.9
6154,174,Papua New Guinea,1823,31.5
6155,175,Paraguay,1823,35.5
6156,176,Peru,1823,35.7
6157,177,Philippines,1823,30.9
6158,178,Pitcairn,1823,
6159,179,Poland,1823,35.9
6160,180,Portugal,1823,35.6
6161,181,Puerto Rico,1823,30.43
6162,182,Qatar,1823,30.8
6163,183,Reunion,1823,33.0
6164,184,Romania,1823,35.7
6165,185,Russia,1823,29.57
6166,186,Rwanda,1823,31.8
6167,187,St. Barth̩lemy,1823,
